synthetic_id,herb_name,quality_level,collection_date,timestamp,authenticity_score,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage,temperature_c,humidity_percent,ph_value,tds_ppm,uv_intensity,moisture_percent,color_r,color_g,color_b,color_intensity,electrode_sum,electrode_ratio,conductivity,taste_sweet,taste_bitter,taste_pungent,taste_sour,taste_salty,taste_astringent,phyto_alkaloids,phyto_flavonoids,phyto_saponins,phyto_tannins,phyto_glycosides,generation_method,quality_factor,processing_timestamp
SYN-0037,Turmeric_Organic,high,2025-06-07,2025-06-07T00:00:00,98.0,1.577,1.276,1.795,2.057,1.886,33.8,81.8,7.43,885.3,3.28,22.1,202,154,51,135.7,8.59,1.2,1.13,17,52,77,21,12,31,3.4921168784694205,8.706150676478748,6.813635288546065,3.5774365888613437,8.303902021602383,advanced_synthetic,0.929,2025-09-26T05:40:23.370157
SYN-0038,Ashwagandha_Root,medium,2025-05-05,2025-05-05T00:00:00,91.5,1.856,1.575,2.059,2.476,2.284,30.6,47.2,5.05,1326.1,4.69,19.4,140,177,130,149.0,10.25,1.23,0.754,29,63,45,17,22,66,13.09928141556514,6.315171973480204,24.323965860775317,8.264049425216532,14.268730408289516,advanced_synthetic,0.861,2025-09-26T05:40:23.370232
SYN-0039,Ginger_Fresh,low,2025-06-10,2025-06-10T00:00:00,80.8,1.033,0.835,1.236,1.515,1.461,31.6,88.2,7.32,312.8,1.86,18.9,198,83,133,138.0,6.08,1.41,3.197,22,14,65,24,4,20,1.2956509267278058,5.2897094935311415,2.775525414490806,2.6537056388726548,11.140050395763097,advanced_synthetic,0.739,2025-09-26T05:40:23.370296
SYN-0040,Turmeric_Organic,high,2025-07-16,2025-07-16T00:00:00,98.0,1.777,1.394,2.028,2.318,2.205,35.6,75.9,5.1,230.4,0.67,21.1,228,166,79,157.7,9.72,1.24,4.34,30,66,90,30,25,43,3.81210749557216,12.565526329649192,6.800999902306979,4.980712310827779,10.33390094124835,advanced_synthetic,1.052,2025-09-26T05:40:23.370361
SYN-0041,Tulsi_Premium,medium,2025-08-07,2025-08-07T00:00:00,93.5,1.303,0.717,1.446,1.985,1.705,34.0,68.6,6.12,1320.6,2.91,25.6,66,135,69,90.0,7.16,1.31,0.757,35,26,69,17,16,49,11.073720856387347,8.15987462655999,12.03494511149242,4.487456170040518,5.455754196824701,advanced_synthetic,0.909,2025-09-26T05:40:23.370422
SYN-0042,Turmeric_Organic,medium,2025-06-22,2025-06-22T00:00:00,98.0,1.394,1.121,1.625,1.903,1.774,30.6,82.8,6.88,686.8,3.09,18.5,226,195,61,160.7,7.82,1.27,1.456,21,47,67,20,12,30,3.469002358123897,10.255117272473239,6.0532939198999625,3.218425246536256,7.684838057964983,advanced_synthetic,0.847,2025-09-26T05:40:23.370487
SYN-0043,Ginger_Fresh,low,2025-05-07,2025-05-07T00:00:00,75.2,0.946,0.748,1.171,1.304,1.259,31.5,45.7,4.91,813.0,3.61,18.0,143,87,130,120.0,5.43,1.33,1.23,24,15,65,27,11,21,1.2861115143405113,5.501141277305772,2.3443884211782704,2.3795422083041124,9.099455121488043,advanced_synthetic,0.655,2025-09-26T05:40:23.370552
SYN-0044,Ginger_Fresh,low,2025-05-26,2025-05-26T00:00:00,86.1,0.96,0.699,1.107,1.267,1.248,28.0,58.7,6.38,1388.5,1.27,9.1,156,167,77,133.3,5.28,1.3,0.72,17,17,57,24,6,18,1.28521869002643,4.386626217968441,3.3703564486826134,2.412169806505203,10.255901021876197,advanced_synthetic,0.64,2025-09-26T05:40:23.370615
SYN-0045,Turmeric_Organic,medium,2025-07-20,2025-07-20T00:00:00,93.6,1.394,1.181,1.594,1.869,1.738,36.2,87.5,6.96,473.7,2.5,20.0,224,186,74,161.3,7.78,1.25,2.111,19,47,69,21,15,32,3.2132184054028907,11.20795882558424,4.7841016490253665,3.9943626433799224,8.513286352158483,advanced_synthetic,0.843,2025-09-26T05:40:23.370676
SYN-0046,Ashwagandha_Root,high,2025-06-03,2025-06-03T00:00:00,98.0,2.301,1.947,2.48,2.941,2.776,32.7,80.2,7.33,727.9,2.03,15.2,73,130,151,118.0,12.44,1.21,1.374,26,68,45,13,17,73,14.080137114414008,8.840478323198575,27.93283336861928,13.456081467542973,24.41880099503141,advanced_synthetic,1.044,2025-09-26T05:40:23.370740
SYN-0047,Ashwagandha_Root,high,2025-04-25,2025-04-25T00:00:00,98.0,2.011,1.635,2.216,2.663,2.481,27.4,53.1,5.07,557.3,4.44,16.9,128,163,162,151.0,11.01,1.23,1.794,29,64,45,20,20,71,16.49510756713468,7.032734430512519,25.512091012424484,12.464903274546971,17.340177154292096,advanced_synthetic,0.92,2025-09-26T05:40:23.370801
SYN-0048,Tulsi_Premium,medium,2025-03-02,2025-03-02T00:00:00,98.0,1.216,0.708,1.36,1.843,1.633,23.6,49.2,6.02,137.0,2.86,9.7,113,174,106,131.0,6.76,1.34,7.298,35,26,63,19,13,48,9.574744688178978,9.758434228637341,9.68656953020903,3.8178143114881555,3.7222464512688145,advanced_synthetic,0.849,2025-09-26T05:40:23.370864
SYN-0049,Tulsi_Premium,medium,2025-05-10,2025-05-10T00:00:00,94.4,1.078,0.643,1.211,1.701,1.464,24.2,64.5,5.14,1301.3,5.13,16.0,109,140,126,125.0,6.1,1.36,0.768,37,26,64,19,15,47,8.276856714747865,6.191312812130805,12.04183725396719,4.9390376879831255,3.4067110622446357,advanced_synthetic,0.781,2025-09-26T05:40:23.370954
SYN-0050,Honey_Wild,high,2025-03-03,2025-03-03T00:00:00,98.0,0.373,0.263,0.35,0.553,0.697,24.3,67.1,4.85,1039.8,4.79,19.9,211,186,117,171.3,2.24,1.87,0.962,89,18,23,19,17,24,1.1957590079155973,2.4670804017951133,0.4896860092158465,0.7570836994881881,0.3680122215857561,advanced_synthetic,0.972,2025-09-26T05:40:23.371031
SYN-0051,Turmeric_Organic,high,2025-08-26,2025-08-26T00:00:00,98.0,1.717,1.345,1.954,2.277,2.113,32.0,74.2,6.33,174.3,2.14,19.5,240,193,76,169.7,9.41,1.23,5.736,25,59,87,25,17,39,3.621505616107268,13.572605266138734,5.684847007178279,4.677407447201727,8.625241611740549,advanced_synthetic,1.012,2025-09-26T05:40:23.371093
SYN-0052,Ginger_Fresh,medium,2025-07-04,2025-07-04T00:00:00,84.8,1.253,1.014,1.58,1.832,1.718,31.1,68.7,5.49,1236.3,4.7,27.1,194,117,128,146.3,7.4,1.37,0.809,35,25,83,37,15,27,2.18105260633279,5.757990487632457,4.1664006333419135,3.520772611058074,9.845679006361902,advanced_synthetic,0.89,2025-09-26T05:40:23.371159
SYN-0053,Ginger_Fresh,high,2025-07-01,2025-07-01T00:00:00,98.0,1.517,1.174,1.811,2.107,2.023,31.4,82.2,7.54,911.4,1.74,20.3,94,183,78,118.3,8.63,1.33,1.097,31,20,87,38,11,30,2.4583682719780593,7.725609350451951,5.351310505978132,3.986299694974025,13.455312121637087,advanced_synthetic,1.034,2025-09-26T05:40:23.371229
SYN-0054,Honey_Wild,high,2025-07-26,2025-07-26T00:00:00,98.0,0.43,0.295,0.384,0.557,0.715,33.2,87.3,5.97,272.7,0.38,25.3,199,150,115,154.7,2.38,1.66,3.668,92,15,24,16,12,24,1.1621565835275165,2.957829550449846,0.6038884925953522,0.6598554479375569,0.4466540187774236,advanced_synthetic,1.049,2025-09-26T05:40:23.371298
SYN-0055,Honey_Wild,low,2025-03-07,2025-03-07T00:00:00,82.7,0.289,0.193,0.249,0.404,0.448,26.8,55.7,7.73,1091.6,2.09,24.6,208,147,97,150.7,1.58,1.55,0.916,51,5,9,8,3,10,0.7673179512117866,1.726098419527835,0.24400640118866196,0.5175397228554742,0.3589513425569797,advanced_synthetic,0.687,2025-09-26T05:40:23.371373
SYN-0056,Tulsi_Premium,high,2025-05-21,2025-05-21T00:00:00,98.0,1.327,0.834,1.505,2.02,1.719,29.3,58.3,7.93,887.4,2.59,10.3,50,131,100,93.7,7.41,1.3,1.127,33,25,66,15,6,48,9.054697682734178,8.482223795278465,9.427394902727137,4.574176027708885,4.451372492341525,advanced_synthetic,0.947,2025-09-26T05:40:23.371431
SYN-0057,Honey_Wild,high,2025-03-26,2025-03-26T00:00:00,98.0,0.396,0.273,0.38,0.574,0.688,31.3,60.6,5.14,1166.3,0.38,12.9,218,174,85,159.0,2.31,1.74,0.857,89,18,23,17,17,24,1.2514238584045236,2.452644607965894,0.5655400458115335,0.8743527406139283,0.6205431225454989,advanced_synthetic,0.986,2025-09-26T05:40:23.371489
SYN-0058,Turmeric_Organic,low,2025-07-16,2025-07-16T00:00:00,73.9,1.214,0.914,1.349,1.617,1.488,31.5,87.2,5.19,1375.4,3.13,25.0,201,165,55,140.3,6.58,1.23,0.727,16,43,65,22,15,29,3.0299892077901105,8.740470703225563,4.5307243311081615,2.7271962505446385,5.628215348530116,advanced_synthetic,0.711,2025-09-26T05:40:23.371551
SYN-0059,Tulsi_Premium,high,2025-04-17,2025-04-17T00:00:00,98.0,1.502,0.894,1.644,2.283,1.987,28.2,64.4,7.93,810.5,2.96,11.4,74,157,129,120.0,8.31,1.32,1.234,38,26,74,14,9,53,12.160105955187799,11.976241521607609,16.954996579326746,5.060276026542355,4.405652711776194,advanced_synthetic,1.052,2025-09-26T05:40:23.371609
SYN-0060,Turmeric_Organic,medium,2025-04-19,2025-04-19T00:00:00,95.1,1.308,1.027,1.478,1.739,1.631,24.4,47.1,5.62,638.5,3.7,20.0,213,179,97,163.0,7.18,1.25,1.566,22,47,70,23,17,33,2.8899757943074063,10.3941103614763,5.406205240741606,3.5408694553874143,6.758391025798575,advanced_synthetic,0.778,2025-09-26T05:40:23.371670
SYN-0061,Turmeric_Organic,low,2025-07-27,2025-07-27T00:00:00,90.8,1.102,0.881,1.288,1.486,1.385,35.5,75.9,6.63,849.7,1.25,22.7,251,179,75,168.3,6.14,1.26,1.177,17,38,53,14,6,23,2.767273227692098,8.476297358778117,3.567763488198704,2.869722993271799,6.192998929482683,advanced_synthetic,0.663,2025-09-26T05:40:23.371733
SYN-0062,Ginger_Fresh,high,2025-06-28,2025-06-28T00:00:00,98.0,1.557,1.157,1.801,2.111,2.024,36.6,77.2,5.7,126.5,3.25,9.0,126,109,159,131.3,8.65,1.3,7.904,39,27,94,43,20,32,2.3565045200197297,7.8297057406377615,4.689568094524071,3.157878228861077,15.194800547490477,advanced_synthetic,1.044,2025-09-26T05:40:23.371791
SYN-0063,Tulsi_Premium,high,2025-06-17,2025-06-17T00:00:00,98.0,1.386,0.806,1.557,2.076,1.866,28.5,68.8,5.73,496.0,5.0,25.9,61,131,106,99.3,7.69,1.35,2.016,39,29,72,20,17,53,10.937073865934467,8.885124799479948,11.774700447150272,4.878492138880646,5.153790320436367,advanced_synthetic,0.98,2025-09-26T05:40:23.371851
SYN-0064,Honey_Wild,high,2025-08-08,2025-08-08T00:00:00,98.0,0.369,0.254,0.284,0.558,0.669,35.1,78.0,7.91,816.5,1.61,9.3,229,162,118,169.7,2.13,1.81,1.225,79,10,15,11,10,17,1.2126495092327267,2.1635020751647693,0.5449935552089252,0.8783442748571488,0.5093630651859214,advanced_synthetic,0.989,2025-09-26T05:40:23.371918
SYN-0065,Turmeric_Organic,medium,2025-03-14,2025-03-14T00:00:00,98.0,1.265,0.991,1.503,1.744,1.617,28.8,54.4,6.53,1388.6,3.02,8.8,239,183,95,172.3,7.12,1.28,0.72,16,46,64,20,16,30,2.717893293763503,12.64430365204585,6.067703941596463,2.78260182351575,6.013227809416973,advanced_synthetic,0.769,2025-09-26T05:40:23.372396
SYN-0066,Turmeric_Organic,medium,2025-04-05,2025-04-05T00:00:00,94.2,1.424,1.169,1.628,1.885,1.767,22.6,65.4,5.38,709.8,5.04,27.8,251,200,79,176.7,7.87,1.24,1.409,25,53,74,25,17,33,2.7861379744994887,12.726200719082385,5.9305491597275095,3.180331056281447,6.663048409392204,advanced_synthetic,0.843,2025-09-26T05:40:23.372497
SYN-0067,Ginger_Fresh,high,2025-04-21,2025-04-21T00:00:00,98.0,1.454,1.162,1.748,2.025,1.939,23.3,59.7,7.38,888.6,2.12,27.3,164,174,119,152.3,8.33,1.33,1.125,29,22,86,37,13,25,2.4389793031596283,6.861099610675724,4.968556511589309,3.6681445657165144,15.134249063684763,advanced_synthetic,1.004,2025-09-26T05:40:23.372569
SYN-0068,Ashwagandha_Root,low,2025-04-13,2025-04-13T00:00:00,72.0,1.399,1.185,1.572,1.864,1.806,25.9,57.6,8.04,1250.5,3.18,27.3,158,146,146,150.0,7.83,1.29,0.8,13,34,28,6,5,42,12.128712297883693,5.92253448305542,13.884872212388505,7.476858644171627,10.271578271607494,advanced_synthetic,0.654,2025-09-26T05:40:23.372640
SYN-0069,Honey_Wild,high,2025-07-31,2025-07-31T00:00:00,98.0,0.382,0.268,0.291,0.533,0.668,33.1,67.3,7.19,292.7,2.92,20.9,195,156,117,156.0,2.14,1.75,3.416,83,10,19,15,8,18,0.8880217496906782,2.1212181326877255,0.6130981027193074,0.7761126596039262,0.5376582059665895,advanced_synthetic,0.963,2025-09-26T05:40:23.372706
SYN-0070,Turmeric_Organic,high,2025-08-06,2025-08-06T00:00:00,98.0,1.79,1.397,2.04,2.39,2.219,29.9,78.4,8.11,1253.1,1.54,21.6,219,177,81,159.0,9.84,1.24,0.798,21,59,85,24,13,33,3.9167386335217302,14.251379736275663,6.121869614282766,4.003736860829588,7.844861797028918,advanced_synthetic,1.058,2025-09-26T05:40:23.372774
