synthetic_id,base_herb,generation_method,timestamp,environmental_conditions,SS_voltage,Cu_voltage,Zn_voltage,Ag_voltage,Pt_voltage,ph_value,tds_ppm,uv_intensity,moisture_percent,color_rgb,taste_sweet,taste_bitter,taste_pungent,taste_sour,taste_salty,taste_astringent,phyto_alkaloids,phyto_flavonoids,phyto_saponins,phyto_tannins,phyto_glycosides,synthetic_quality_score,augmentation_params
SYN-0020,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-07-27T05:12:22.573488,"{'temperature': 31.4, 'humidity': 37.8, 'season': 'summer', 'processing_method': 'traditional'}",1.625206015783195,1.2929866448373146,1.934942211920507,2.389924515405888,2.0461517683511383,6.96,864.1,3.98,12.6,"[79, 143, 168]",24,47,86,21,10,26,3.6473983723523626,16.412687816081146,6.483599400558052,5.182537267252253,9.262129838413362,98.0,"{'noise_factor': 0.07246714510521617, 'extraction_efficiency': 1.0409322624033073, 'temperature_drift': -0.020412692573436975}"
SYN-0021,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2024-12-20T05:12:22.573550,"{'temperature': 20.7, 'humidity': 64.9, 'season': 'winter', 'processing_method': 'traditional'}",1.3079468546097375,0.9252726709812717,1.5550872688403057,2.201083185360944,1.7769049645347297,6.87,825.9,0.77,24.3,"[107, 121, 162]",35,31,62,19,13,50,8.324453490298637,8.404198867118465,11.466342220692724,4.83299729904522,3.5231349453706566,98.0,"{'noise_factor': 0.03212863914543833, 'extraction_efficiency': 0.8736294613695592, 'temperature_drift': -0.05831129981267768}"
SYN-0022,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-02-08T05:12:22.573606,"{'temperature': 25.6, 'humidity': 94.2, 'season': 'monsoon', 'processing_method': 'organic'}",1.292476126931266,0.9514029189745679,1.5242263193451455,2.1711301465006096,1.9228823408477607,7.21,514.6,3.34,11.0,"[84, 145, 63]",47,34,68,19,18,48,10.252118650363572,10.627887596783008,13.402382113995825,6.231445258000492,6.267547762885366,87.0,"{'noise_factor': 0.05123842964199706, 'extraction_efficiency': 1.1406102330227585, 'temperature_drift': 0.021447014257403866}"
SYN-0023,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-10-29T05:12:22.573661,"{'temperature': 28.2, 'humidity': 57.5, 'season': 'spring', 'processing_method': 'commercial'}",1.6952068292459612,1.3817604173679325,2.0802563884494463,2.352710584005404,2.1487316612539296,5.93,927.7,3.14,19.4,"[68, 148, 253]",28,44,77,13,12,30,3.7471685999105717,10.814519004840285,3.740411105264049,3.867130387447785,8.00911998757034,98.0,"{'noise_factor': 0.02209025850385856, 'extraction_efficiency': 0.8018854438022763, 'temperature_drift': -0.013895146785765226}"
SYN-0024,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-07-02T05:12:22.573720,"{'temperature': 18.4, 'humidity': 52.6, 'season': 'winter', 'processing_method': 'traditional'}",2.212244660282311,2.0026238946129435,2.3983097809750196,2.958408295316034,2.6475963006547887,6.25,156.4,1.01,21.5,"[113, 242, 235]",28,76,40,17,19,72,12.53816125938503,8.511462871426192,17.2479184231355,10.201571041714843,13.686087539557906,98.0,"{'noise_factor': 0.04605772454294109, 'extraction_efficiency': 0.8163821698016602, 'temperature_drift': -0.0025544778926748094}"
SYN-0025,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2024-12-05T05:12:22.573774,"{'temperature': 23.6, 'humidity': 74.0, 'season': 'winter', 'processing_method': 'commercial'}",2.2025177199752757,1.8818599461802055,2.4901381423160487,2.940046903632168,2.709036709475651,7.52,877.8,1.68,24.7,"[218, 131, 212]",33,76,46,18,23,67,11.36007576828703,6.380999857950353,19.972902327391186,11.802205455805527,21.447494329878783,98.0,"{'noise_factor': 0.03221151035854187, 'extraction_efficiency': 0.8799616459635661, 'temperature_drift': -0.021013692491822573}"
SYN-0026,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-08-07T05:12:22.573828,"{'temperature': 31.3, 'humidity': 67.8, 'season': 'spring', 'processing_method': 'traditional'}",1.4593048101013675,1.2442779770630252,1.9156131537600338,2.226760945835589,2.0310507780756253,5.55,711.7,3.47,22.5,"[236, 202, 191]",34,29,91,30,13,24,2.1324440820268062,7.172802158967911,5.784170077877672,4.0080004537881475,15.692502903158992,98.0,"{'noise_factor': 0.07214529562805347, 'extraction_efficiency': 1.0384747494962414, 'temperature_drift': -0.009396386272635057}"
SYN-0027,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-09-09T05:12:22.573887,"{'temperature': 37.5, 'humidity': 36.9, 'season': 'summer', 'processing_method': 'organic'}",1.5030777536881463,1.2468422069162906,1.7734808376019084,2.0563598084787413,2.0025611736171927,6.0,1074.0,3.44,10.4,"[146, 141, 216]",31,24,81,28,17,29,2.5446973723559805,9.77908993614839,5.525994621349232,4.258342787355639,18.270181133630505,89.2,"{'noise_factor': 0.04136005657487163, 'extraction_efficiency': 1.211743167088669, 'temperature_drift': 0.011501361151565095}"
SYN-0028,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-08-05T05:12:22.573943,"{'temperature': 28.6, 'humidity': 88.5, 'season': 'monsoon', 'processing_method': 'organic'}",1.7110559280947129,1.4381677218393183,2.024808604668249,2.2520370156238645,2.129000638050384,6.16,539.3,1.29,18.9,"[250, 160, 245]",28,45,75,22,12,30,5.874414354475934,19.33257800868697,9.231355910669894,5.196614547575025,10.291091451918492,83.9,"{'noise_factor': 0.04726167003555812, 'extraction_efficiency': 1.2481762115536807, 'temperature_drift': 0.03665560287352032}"
SYN-0029,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-09-04T05:12:22.574044,"{'temperature': 30.9, 'humidity': 80.9, 'season': 'monsoon', 'processing_method': 'organic'}",1.5697020809951818,1.4964499157975013,2.0494462870864156,2.384026780309978,2.1070006628481726,7.23,1016.8,2.13,14.7,"[72, 195, 72]",27,60,90,16,8,31,4.660085669615919,13.669733939071477,7.2346338912032175,4.439387769432229,8.052372166752352,87.3,"{'noise_factor': 0.07505030122032776, 'extraction_efficiency': 1.001714035535424, 'temperature_drift': -0.00993366380093119}"
SYN-0030,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-05-23T05:12:22.574113,"{'temperature': 28.9, 'humidity': 90.1, 'season': 'monsoon', 'processing_method': 'commercial'}",1.254204955692958,0.9083983526652903,1.6711618434580875,2.283116745155166,2.004127107603306,5.29,962.6,3.12,10.4,"[244, 129, 242]",38,36,71,19,13,40,7.012064922013842,5.671554747935211,9.747387007660985,4.628578854672829,3.044168812171,72.4,"{'noise_factor': 0.06269135549117857, 'extraction_efficiency': 0.7436175958176665, 'temperature_drift': 0.014757485087041531}"
SYN-0031,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2025-05-15T05:12:22.574171,"{'temperature': 25.3, 'humidity': 70.8, 'season': 'monsoon', 'processing_method': 'commercial'}",2.126263767095153,1.9523441050204107,2.5693012776652218,2.7194486061107046,2.7093196074352823,7.03,1149.4,0.6,17.1,"[81, 62, 123]",30,62,47,22,25,73,11.65549552911815,7.161804499140282,19.66434416061062,7.970313165772824,18.104277543076027,92.8,"{'noise_factor': 0.05419208217948748, 'extraction_efficiency': 0.7374618660518477, 'temperature_drift': -0.025415252402472156}"
SYN-0032,Synthetic_Neem_Purified,gaussian_noise_augmentation,2024-12-03T05:12:22.574224,"{'temperature': 20.8, 'humidity': 51.6, 'season': 'winter', 'processing_method': 'commercial'}",2.3577900410405284,2.1023727659080627,2.7679695664562987,3.182345213813675,2.9941118098847075,5.5,635.8,0.76,17.7,"[132, 50, 117]",20,79,32,19,21,78,11.251839853680094,20.21448191099467,26.052326682055014,31.28809960761695,12.058988382478645,98.0,"{'noise_factor': 0.020068074914700737, 'extraction_efficiency': 1.2721166757143862, 'temperature_drift': 0.015447379923830513}"
SYN-0033,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-11-23T05:12:22.574280,"{'temperature': 18.5, 'humidity': 73.5, 'season': 'winter', 'processing_method': 'organic'}",1.7127796398209678,1.4491791506990315,2.070076489529433,2.1851092202738167,2.120390141747344,7.27,763.1,3.99,15.8,"[104, 89, 216]",23,55,92,22,15,34,4.76847663070409,16.51178796369716,7.889130947176941,4.655060306956315,10.689227066648796,98.0,"{'noise_factor': 0.04322437971427373, 'extraction_efficiency': 0.9472430466486387, 'temperature_drift': 0.016340536053393084}"
SYN-0034,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-08-18T05:12:22.574333,"{'temperature': 28.3, 'humidity': 52.0, 'season': 'summer', 'processing_method': 'commercial'}",1.7411680326496244,1.3968865834585407,2.0337657001034346,2.2551642940878684,2.148163617173137,5.81,250.5,2.59,18.8,"[147, 96, 201]",29,46,83,13,12,29,3.155652139374172,11.83334885070836,4.71488477166988,3.99493035260379,7.33476422753344,96.6,"{'noise_factor': 0.03947973011200735, 'extraction_efficiency': 0.7072169723845073, 'temperature_drift': 0.034792132207488315}"
SYN-0035,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-03-27T05:12:22.574386,"{'temperature': 29.4, 'humidity': 83.7, 'season': 'monsoon', 'processing_method': 'modern'}",1.781793473130147,1.3657947412619489,2.012439678529004,2.3199133089906234,2.053075568202806,6.95,919.3,3.28,11.6,"[254, 240, 105]",24,45,74,21,7,32,4.754432606293744,18.302465029497238,8.540223637290216,6.336816389435471,9.067518152855083,78.5,"{'noise_factor': 0.05828489474562289, 'extraction_efficiency': 1.1725857237860982, 'temperature_drift': 0.020627550463130827}"
SYN-0036,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-10-25T05:12:22.574457,"{'temperature': 22.3, 'humidity': 46.2, 'season': 'spring', 'processing_method': 'traditional'}",1.7727111463208631,1.3540316139042348,2.0981316256060314,2.2450945264560507,2.132984551475795,5.61,612.5,2.84,17.7,"[213, 80, 234]",26,51,94,17,9,32,4.251176780147492,14.85252198624424,6.01985448914823,4.13012383433659,11.22336553990609,98.0,"{'noise_factor': 0.048305669697731604, 'extraction_efficiency': 0.9903739636053801, 'temperature_drift': 0.013087142488166194}"
SYN-0037,Synthetic_Ashwagandha_Variant_B,gaussian_noise_augmentation,2024-12-24T05:12:22.574514,"{'temperature': 33.9, 'humidity': 59.7, 'season': 'summer', 'processing_method': 'organic'}",2.2552965810727406,1.902985671579196,2.474068646960011,2.9436739054215275,2.724097398531593,6.46,293.1,2.85,24.0,"[92, 73, 248]",30,71,47,17,24,77,19.691663892526307,8.847942134097778,25.468990994466274,12.234715798303855,22.456090714638655,98.0,"{'noise_factor': 0.047616642749282186, 'extraction_efficiency': 1.1361975759125016, 'temperature_drift': 0.026564632169975795}"
SYN-0038,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2025-08-21T05:12:22.574566,"{'temperature': 37.7, 'humidity': 34.2, 'season': 'summer', 'processing_method': 'commercial'}",1.7022229711068948,1.4427512549135033,1.9892686602401344,2.3411775704102245,2.1548277799861344,6.88,136.5,2.79,10.7,"[52, 161, 187]",24,47,85,17,11,26,5.003406234010212,14.615788082719986,8.66752187296871,4.772551173394194,10.176937858575922,76.9,"{'noise_factor': 0.03528824881276374, 'extraction_efficiency': 1.0034429103936873, 'temperature_drift': 0.04079211389234378}"
SYN-0039,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-05-03T05:12:22.574622,"{'temperature': 25.3, 'humidity': 45.3, 'season': 'spring', 'processing_method': 'commercial'}",1.463246489348869,1.2281850682239628,1.7564658677011615,2.066064439886962,1.9988181708844392,5.47,986.5,2.66,14.1,"[207, 248, 186]",37,21,99,34,19,31,2.7950150006011953,7.692831815589592,5.622381480576282,3.875598326616998,15.471301290409414,98.0,"{'noise_factor': 0.047509917880668204, 'extraction_efficiency': 1.1412037266761708, 'temperature_drift': -0.010043052158386615}"
SYN-0040,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-09-06T05:12:22.574676,"{'temperature': 21.1, 'humidity': 70.4, 'season': 'winter', 'processing_method': 'organic'}",2.3604227100367954,2.081464777783454,2.7257172156955356,3.257560348636241,2.9924653209670677,6.24,875.1,0.75,12.6,"[72, 194, 236]",18,73,34,22,16,85,6.9300724466320105,11.934420393042256,19.39388258603058,19.716127876604133,10.707305811261742,98.0,"{'noise_factor': 0.025775949273043847, 'extraction_efficiency': 0.9056372649334641, 'temperature_drift': 0.05134015577760113}"
SYN-0041,Synthetic_Tulsi_Variant_A,gaussian_noise_augmentation,2025-04-16T05:12:22.574729,"{'temperature': 25.2, 'humidity': 45.2, 'season': 'spring', 'processing_method': 'modern'}",1.3272600211312873,0.9102372190070981,1.5436123453325663,2.1957228207991486,1.9798831901330334,6.03,905.3,2.36,14.7,"[186, 210, 94]",45,29,79,19,12,47,6.772823892420985,8.232672607100556,9.48826002166184,5.687874304793212,3.850086462815323,98.0,"{'noise_factor': 0.03784977867088249, 'extraction_efficiency': 0.8393431744928146, 'temperature_drift': 0.019340079270872324}"
SYN-0042,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-03-12T05:12:22.574787,"{'temperature': 39.4, 'humidity': 38.5, 'season': 'summer', 'processing_method': 'organic'}",2.357075174091545,2.10483290914279,2.733818860847321,3.2035160590451115,2.9406058324557804,6.21,371.3,2.59,11.3,"[159, 220, 116]",13,69,37,22,17,69,10.62602931732843,20.716533089282347,27.651379322785054,30.327943816632306,15.159292631995333,90.3,"{'noise_factor': 0.02477761797335732, 'extraction_efficiency': 1.2942483229552972, 'temperature_drift': -0.04219112006493448}"
SYN-0043,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-10-17T05:12:22.574839,"{'temperature': 26.2, 'humidity': 71.0, 'season': 'winter', 'processing_method': 'traditional'}",1.7039681346313742,1.5024015523126384,1.9677585150846253,2.357966058517993,2.1806474911776528,6.22,438.8,2.46,19.6,"[190, 137, 98]",20,56,82,18,13,34,3.2095702345506925,13.347693880444847,5.716122959600828,2.946004320307561,7.745317783312871,98.0,"{'noise_factor': 0.06473820791091091, 'extraction_efficiency': 0.7159372936890751, 'temperature_drift': 0.018392437308647903}"
SYN-0044,Synthetic_Neem_Purified,gaussian_noise_augmentation,2025-02-26T05:12:22.574896,"{'temperature': 31.2, 'humidity': 81.2, 'season': 'monsoon', 'processing_method': 'traditional'}",2.3231888463342907,2.160074504821895,2.924806321447689,3.1557644268690894,3.0236138299222852,6.06,193.7,2.22,19.2,"[244, 243, 100]",17,80,42,24,22,79,10.918717432187915,15.850875658083199,28.43082110219777,24.685164283497272,14.298413658356699,78.1,"{'noise_factor': 0.06822238132046804, 'extraction_efficiency': 1.1893179419393274, 'temperature_drift': 0.03047433774753589}"
SYN-0045,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-11-17T05:12:22.574953,"{'temperature': 19.8, 'humidity': 40.5, 'season': 'winter', 'processing_method': 'modern'}",1.71122395995143,1.2949177185554255,1.9734521543951098,2.377137250552182,2.1497716625923147,5.5,668.1,2.07,22.2,"[135, 169, 189]",28,49,75,20,13,34,4.272285641682311,12.160583806840537,5.682084293596296,3.498837355956641,8.56769778648696,98.0,"{'noise_factor': 0.045136835199206346, 'extraction_efficiency': 0.8575962235070644, 'temperature_drift': 0.008001564251540964}"
SYN-0046,Synthetic_Ginger_Variant_C,gaussian_noise_augmentation,2025-04-29T05:12:22.575047,"{'temperature': 27.3, 'humidity': 82.1, 'season': 'monsoon', 'processing_method': 'organic'}",1.5524897801029127,1.2667797924754096,1.8097930026973603,2.0125193175348266,2.0060793873737164,6.26,568.2,2.19,18.4,"[211, 83, 64]",40,22,93,30,14,31,3.103059930462207,8.638170488709488,5.333473504955004,3.5953944832817495,16.074020999479707,83.8,"{'noise_factor': 0.039147172919832024, 'extraction_efficiency': 1.1439751385691443, 'temperature_drift': 0.041466543798416335}"
SYN-0047,Synthetic_Turmeric_High_Curcumin,gaussian_noise_augmentation,2024-12-16T05:12:22.575110,"{'temperature': 21.9, 'humidity': 40.1, 'season': 'winter', 'processing_method': 'modern'}",1.668052780434905,1.3023020543094375,1.965320893426799,2.2924194765035315,2.041615798255843,5.33,554.2,2.23,25.0,"[201, 92, 244]",24,57,88,15,10,28,4.856219355338598,17.612698529363172,6.482293063623562,6.437094287260473,9.626670547602346,98.0,"{'noise_factor': 0.05680475854060876, 'extraction_efficiency': 1.14533386899877, 'temperature_drift': -0.020400159748820666}"
